Trial;Sort;t;y;v;a;;;;
1;metal;0.138;-0.011;-2.548;;;;;
1;metal;0.142;-0.026;-5.380;;;;;-6.80
1;metal;0.146;-0.056;-6.795;;;;;
1;metal;0.150;-0.082;-5.660;;;;;
1;metal;0.154;-0.103;-4.530;;;;;
1;metal;0.158;-0.120;-5.957;;;;;
1;metal;0.163;-0.153;-6.229;;;;;
1;metal;0.167;-0.172;-5.374;;;;;
1;metal;0.171;-0.198;-5.374;;;;;
1;metal;0.175;-0.217;-4.819;;;;;
1;metal;0.179;-0.238;-5.380;;;;;
1;metal;0.183;-0.261;-5.091;;;;;
1;metal;0.188;-0.280;-4.539;;;;;
1;metal;0.192;-0.299;-5.663;;;;;
1;metal;0.196;-0.328;-5.663;;;;;
1;metal;0.200;-0.346;-4.819;;;;;
1;metal;0.204;-0.368;-5.091;;;;;
1;metal;0.208;-0.389;-5.102;;;;;
1;metal;0.213;-0.410;-5.668;;;;;
1;metal;0.217;-0.436;-5.660;;;;;
1;metal;0.221;-0.457;-5.380;;;;;
1;metal;0.225;-0.481;-4.528;;;;;
1;metal;0.229;-0.495;-4.244;;;;;
1;metal;0.233;-0.516;-4.528;;;;;
1;metal;0.238;-0.533;-4.813;;;;;
1;metal;0.242;-0.556;-5.097;;;;;
1;metal;0.246;-0.575;-4.824;;;;;
1;metal;0.250;-0.597;-6.232;;;;;
1;metal;0.254;-0.627;-5.091;;;;;
1;metal;0.258;-0.639;-3.686;;;;;
1;metal;0.263;-0.658;-4.813;;;;;
1;metal;0.267;-0.679;-3.959;;;;;
1;metal;0.271;-0.691;-4.250;;;;;
1;metal;0.275;-0.715;-5.099;;;;;
1;metal;0.279;-0.733;-4.811;;;;;
1;metal;0.283;-0.755;-5.663;;;;;
1;metal;0.288;-0.781;-4.525;;;;;
1;metal;0.292;-0.792;-3.398;;;;;
1;metal;0.296;-0.809;-3.684;;;;;
1;metal;0.300;-0.823;-4.253;;;;;
1;metal;0.304;-0.844;-4.536;;;;;
1;metal;0.308;-0.861;-4.811;;;;;
1;metal;0.313;-0.884;-5.377;;;;;
1;metal;0.317;-0.906;-3.964;;;;;
1;metal;0.321;-0.918;-3.684;;;;;
1;metal;0.325;-0.936;-4.530;;;;;
1;metal;0.329;-0.955;-4.528;;;;;
1;metal;0.333;-0.974;-4.244;;;;;
1;metal;0.338;-0.991;-3.120;;;;;
1;metal;0.342;-1.000;-4.258;;;;;
1;metal;0.346;-1.026;-4.811;;;;;
1;metal;0.350;-1.040;-3.395;;;;;
1;metal;0.354;-1.054;-3.684;;;;;
1;metal;0.358;-1.071;-4.522;;;;;
1;metal;0.363;-1.092;-3.684;;;;;
1;metal;0.367;-1.102;-3.403;;;;;
1;metal;0.371;-1.120;-4.528;;;;;
1;metal;0.375;-1.139;-2.829;;;;;
1;metal;0.379;-1.144;-2.834;;;;;
1;metal;0.383;-1.163;-3.400;;;;;
1;metal;0.388;-1.172;-2.834;;;;;
1;metal;0.392;-1.187;-3.967;;;;;
1;metal;0.396;-1.205;-3.395;;;;;
1;metal;0.400;-1.215;-3.120;;;;;
1;metal;0.404;-1.231;-3.398;;;;;
1;metal;0.408;-1.243;-2.829;;;;;
1;metal;0.413;-1.255;-2.837;;;;;
2;metal;0.063;-0.005;-2.126;;;;;
2;metal;0.067;-0.017;-3.342;;;;;
2;metal;0.071;-0.033;-4.557;;;;;
2;metal;0.075;-0.055;-6.076;;;;;
2;metal;0.079;-0.083;-6.076;;;;;
2;metal;0.083;-0.106;-5.164;;;;;
2;metal;0.088;-0.126;-4.860;;;;;
2;metal;0.092;-0.147;-5.772;;;;;
2;metal;0.096;-0.174;-7.594;;;;;
2;metal;0.100;-0.210;-4.557;;;;;
2;metal;0.104;-0.212;-4.253;;;;;
2;metal;0.108;-0.245;-6.076;;;;;
2;metal;0.113;-0.263;-5.164;;;;;
2;metal;0.117;-0.288;-4.860;;;;;
2;metal;0.121;-0.304;-4.557;;;;;
2;metal;0.125;-0.326;-5.772;;;;;
2;metal;0.129;-0.352;-5.468;;;;;
2;metal;0.133;-0.372;-4.253;;;;;
2;metal;0.138;-0.387;-4.253;;;;;
2;metal;0.142;-0.407;-5.772;;;;;
2;metal;0.146;-0.435;-5.468;;;;;
2;metal;0.150;-0.453;-4.860;;;;;
2;metal;0.154;-0.476;-5.772;;;;;
2;metal;0.158;-0.501;-4.557;;;;;
2;metal;0.163;-0.514;-4.557;;;;;
2;metal;0.167;-0.539;-4.860;;;;;
2;metal;0.171;-0.554;-4.557;;;;;
2;metal;0.175;-0.577;-4.557;;;;;
2;metal;0.179;-0.592;-4.557;;;;;
2;metal;0.183;-0.615;-5.468;;;;;
2;metal;0.188;-0.638;-4.557;;;;;
2;metal;0.192;-0.653;-3.645;;;;;
2;metal;0.196;-0.668;-4.557;;;;;
2;metal;0.200;-0.691;-4.860;;;;;
2;metal;0.204;-0.709;-4.860;;;;;
2;metal;0.208;-0.731;-4.557;;;;;
2;metal;0.213;-0.747;-4.253;;;;;
2;metal;0.217;-0.767;-4.860;;;;;
2;metal;0.221;-0.787;-4.253;;;;;
2;metal;0.225;-0.802;-3.949;;;;;
2;metal;0.229;-0.820;-5.164;;;;;
2;metal;0.233;-0.845;-6.076;;;;;
2;metal;0.238;-0.871;-4.253;;;;;
2;metal;0.242;-0.881;-4.253;;;;;
2;metal;0.246;-0.906;-6.076;;;;;
2;metal;0.250;-0.931;-3.038;;;;;
2;metal;0.254;-0.931;-2.430;;;;;
2;metal;0.258;-0.952;-5.468;;;;;
2;metal;0.263;-0.977;-5.164;;;;;
2;metal;0.267;-0.995;-2.734;;;;;
2;metal;0.271;-1.000;-3.038;;;;;
2;metal;0.275;-1.020;-3.949;;;;;
2;metal;0.279;-1.033;-3.645;;;;;
2;metal;0.283;-1.050;-3.645;;;;;
2;metal;0.288;-1.063;-3.645;;;;;
2;metal;0.292;-1.081;-3.342;;;;;
2;metal;0.296;-1.091;-3.038;;;;;
2;metal;0.300;-1.106;-4.253;;;;;
2;metal;0.304;-1.126;-4.860;;;;;
2;metal;0.308;-1.146;-4.253;;;;;
2;metal;0.313;-1.162;-2.734;;;;;
2;metal;0.317;-1.169;-3.038;;;;;
2;metal;0.321;-1.187;-3.342;;;;;
2;metal;0.325;-1.197;-2.734;;;;;
2;metal;0.329;-1.210;-3.645;;;;;
3;metal;0.108;-0.011;-4.276;;;;;
3;metal;0.113;-0.036;-6.414;;;;;
3;metal;0.117;-0.065;-6.147;;;;;
3;metal;0.121;-0.087;-5.078;;;;;
3;metal;0.125;-0.107;-5.345;;;;;
3;metal;0.129;-0.131;-5.612;;;;;
3;metal;0.133;-0.154;-5.345;;;;;
3;metal;0.138;-0.176;-5.880;;;;;
3;metal;0.142;-0.203;-5.612;;;;;
3;metal;0.146;-0.223;-4.543;;;;;
3;metal;0.150;-0.241;-5.078;;;;;
3;metal;0.154;-0.265;-5.345;;;;;
3;metal;0.158;-0.285;-5.078;;;;;
3;metal;0.163;-0.307;-4.811;;;;;
3;metal;0.167;-0.325;-5.078;;;;;
3;metal;0.171;-0.350;-4.811;;;;;
3;metal;0.175;-0.365;-4.543;;;;;
3;metal;0.179;-0.388;-5.345;;;;;
3;metal;0.183;-0.410;-5.612;;;;;
3;metal;0.188;-0.434;-6.147;;;;;
3;metal;0.192;-0.461;-4.811;;;;;
3;metal;0.196;-0.474;-4.276;;;;;
3;metal;0.200;-0.497;-4.543;;;;;
3;metal;0.204;-0.512;-4.543;;;;;
3;metal;0.208;-0.535;-5.345;;;;;
3;metal;0.213;-0.557;-5.345;;;;;
3;metal;0.217;-0.579;-4.276;;;;;
3;metal;0.221;-0.592;-3.474;;;;;
3;metal;0.225;-0.608;-5.345;;;;;
3;metal;0.229;-0.637;-6.147;;;;;
3;metal;0.233;-0.659;-5.078;;;;;
3;metal;0.238;-0.679;-4.276;;;;;
3;metal;0.242;-0.695;-4.009;;;;;
3;metal;0.246;-0.713;-5.612;;;;;
3;metal;0.250;-0.742;-5.345;;;;;
3;metal;0.254;-0.757;-2.940;;;;;
3;metal;0.258;-0.766;-3.207;;;;;
3;metal;0.263;-0.784;-4.543;;;;;
3;metal;0.267;-0.804;-4.543;;;;;
3;metal;0.271;-0.822;-4.543;;;;;
3;metal;0.275;-0.842;-3.742;;;;;
3;metal;0.279;-0.853;-4.276;;;;;
3;metal;0.283;-0.877;-5.345;;;;;
3;metal;0.288;-0.898;-5.078;;;;;
3;metal;0.292;-0.920;-4.543;;;;;
3;metal;0.296;-0.935;-4.009;;;;;
3;metal;0.300;-0.953;-3.474;;;;;
3;metal;0.304;-0.964;-2.940;;;;;
3;metal;0.308;-0.978;-4.009;;;;;
3;metal;0.313;-0.998;-4.543;;;;;
3;metal;0.317;-1.016;-3.742;;;;;
3;metal;0.321;-1.029;-2.673;;;;;
3;metal;0.325;-1.038;-2.138;;;;;
3;metal;0.329;-1.047;-2.940;;;;;
3;metal;0.333;-1.062;-4.276;;;;;
3;metal;0.338;-1.082;-4.543;;;;;
3;metal;0.342;-1.100;-3.742;;;;;
3;metal;0.346;-1.114;-4.009;;;;;
3;metal;0.350;-1.134;-3.207;;;;;
3;metal;0.354;-1.140;-2.673;;;;;
3;metal;0.358;-1.156;-3.207;;;;;
3;metal;0.363;-1.167;-2.138;;;;;
3;metal;0.367;-1.174;-1.871;;;;;
3;metal;0.371;-1.183;-1.871;;;;;
3;metal;0.375;-1.189;-4.276;;;;;
3;metal;0.379;-1.218;-5.612;;;;;
4;metal;0.079;-0.020;-4.192;;;;;
4;metal;0.083;-0.039;-6.288;;;;;
4;metal;0.088;-0.072;-6.288;;;;;
4;metal;0.092;-0.092;-4.978;;;;;
4;metal;0.096;-0.114;-6.026;;;;;
4;metal;0.100;-0.142;-4.978;;;;;
4;metal;0.104;-0.155;-4.454;;;;;
4;metal;0.108;-0.179;-6.026;;;;;
4;metal;0.113;-0.205;-5.764;;;;;
4;metal;0.117;-0.227;-5.502;;;;;
4;metal;0.121;-0.251;-4.978;;;;;
4;metal;0.125;-0.269;-4.716;;;;;
4;metal;0.129;-0.290;-5.502;;;;;
4;metal;0.133;-0.314;-4.978;;;;;
4;metal;0.138;-0.332;-4.978;;;;;
4;metal;0.142;-0.356;-5.502;;;;;
4;metal;0.146;-0.378;-5.764;;;;;
4;metal;0.150;-0.404;-6.026;;;;;
4;metal;0.154;-0.428;-4.454;;;;;
4;metal;0.158;-0.441;-3.406;;;;;
4;metal;0.163;-0.456;-6.026;;;;;
4;metal;0.167;-0.491;-4.192;;;;;
4;metal;0.171;-0.491;-1.572;;;;;
4;metal;0.175;-0.504;-4.978;;;;;
4;metal;0.179;-0.533;-6.288;;;;;
4;metal;0.183;-0.557;-5.764;;;;;
4;metal;0.188;-0.581;-4.454;;;;;
4;metal;0.192;-0.594;-2.882;;;;;
4;metal;0.196;-0.605;-4.716;;;;;
4;metal;0.200;-0.633;-4.978;;;;;
4;metal;0.204;-0.646;-4.192;;;;;
4;metal;0.208;-0.668;-5.502;;;;;
4;metal;0.213;-0.692;-4.454;;;;;
4;metal;0.217;-0.705;-3.406;;;;;
4;metal;0.221;-0.721;-4.192;;;;;
4;metal;0.225;-0.740;-4.716;;;;;
4;metal;0.229;-0.760;-5.502;;;;;
4;metal;0.233;-0.786;-4.454;;;;;
4;metal;0.238;-0.797;-3.668;;;;;
4;metal;0.242;-0.817;-5.240;;;;;
4;metal;0.246;-0.841;-3.930;;;;;
4;metal;0.250;-0.849;-3.930;;;;;
4;metal;0.254;-0.873;-4.978;;;;;
4;metal;0.258;-0.891;-4.716;;;;;
4;metal;0.263;-0.913;-4.454;;;;;
4;metal;0.267;-0.928;-3.144;;;;;
4;metal;0.271;-0.939;-3.406;;;;;
4;metal;0.275;-0.956;-3.930;;;;;
4;metal;0.279;-0.972;-4.192;;;;;
4;metal;0.283;-0.991;-4.716;;;;;
4;metal;0.288;-1.011;-4.192;;;;;
4;metal;0.292;-1.026;-3.144;;;;;
4;metal;0.296;-1.037;-3.930;;;;;
4;metal;0.300;-1.059;-5.502;;;;;
4;metal;0.304;-1.083;-4.454;;;;;
4;metal;0.308;-1.096;-2.620;;;;;
4;metal;0.313;-1.105;-2.620;;;;;
4;metal;0.317;-1.118;-3.668;;;;;
4;metal;0.321;-1.135;-4.716;;;;;
4;metal;0.325;-1.157;-4.716;;;;;
4;metal;0.329;-1.175;-2.358;;;;;
4;metal;0.333;-1.177;-1.834;;;;;
4;metal;0.338;-1.190;-4.454;;;;;
4;metal;0.342;-1.214;-4.978;;;;;
4;metal;0.346;-1.231;-2.620;;;;;
4;metal;0.350;-1.236;-1.572;;;;;
4;metal;0.354;-1.245;-2.096;;;;;
5;metal;0.042;-0.009;-3.354;;;;;
5;metal;0.046;-0.028;-4.903;;;;;
5;metal;0.050;-0.049;-4.903;;;;;
5;metal;0.054;-0.069;-5.161;;;;;
5;metal;0.058;-0.092;-5.935;;;;;
5;metal;0.063;-0.118;-5.935;;;;;
5;metal;0.067;-0.142;-5.419;;;;;
5;metal;0.071;-0.163;-5.161;;;;;
5;metal;0.075;-0.185;-5.161;;;;;
5;metal;0.079;-0.206;-5.161;;;;;
5;metal;0.083;-0.228;-5.161;;;;;
5;metal;0.088;-0.249;-5.677;;;;;
5;metal;0.092;-0.275;-5.935;;;;;
5;metal;0.096;-0.299;-4.387;;;;;
5;metal;0.100;-0.312;-4.387;;;;;
5;metal;0.104;-0.335;-5.161;;;;;
5;metal;0.108;-0.355;-5.419;;;;;
5;metal;0.113;-0.381;-6.193;;;;;
5;metal;0.117;-0.406;-5.161;;;;;
5;metal;0.121;-0.424;-3.871;;;;;
5;metal;0.125;-0.439;-4.129;;;;;
5;metal;0.129;-0.458;-4.903;;;;;
5;metal;0.133;-0.480;-5.419;;;;;
5;metal;0.138;-0.503;-5.419;;;;;
5;metal;0.142;-0.525;-5.161;;;;;
5;metal;0.146;-0.546;-4.903;;;;;
5;metal;0.150;-0.566;-4.387;;;;;
5;metal;0.154;-0.583;-4.129;;;;;
5;metal;0.158;-0.600;-4.387;;;;;
5;metal;0.163;-0.619;-4.645;;;;;
5;metal;0.167;-0.639;-5.419;;;;;
5;metal;0.171;-0.664;-4.645;;;;;
5;metal;0.175;-0.677;-3.871;;;;;
5;metal;0.179;-0.697;-4.645;;;;;
5;metal;0.183;-0.716;-4.387;;;;;
5;metal;0.188;-0.733;-5.419;;;;;
5;metal;0.192;-0.761;-5.677;;;;;
5;metal;0.196;-0.781;-3.871;;;;;
5;metal;0.200;-0.793;-3.096;;;;;
5;metal;0.204;-0.806;-3.096;;;;;
5;metal;0.208;-0.819;-3.871;;;;;
5;metal;0.213;-0.839;-5.677;;;;;
5;metal;0.217;-0.867;-5.935;;;;;
5;metal;0.221;-0.888;-4.645;;;;;
5;metal;0.225;-0.905;-3.354;;;;;
5;metal;0.229;-0.916;-3.871;;;;;
5;metal;0.233;-0.938;-4.387;;;;;
5;metal;0.238;-0.953;-4.129;;;;;
5;metal;0.242;-0.972;-4.387;;;;;
5;metal;0.246;-0.989;-4.645;;;;;
5;metal;0.250;-1.011;-4.645;;;;;
5;metal;0.254;-1.028;-3.871;;;;;
5;metal;0.258;-1.043;-3.354;;;;;
5;metal;0.263;-1.056;-3.354;;;;;
5;metal;0.267;-1.071;-3.354;;;;;
5;metal;0.271;-1.084;-4.387;;;;;
5;metal;0.275;-1.107;-3.871;;;;;
5;metal;0.279;-1.116;-2.838;;;;;
5;metal;0.283;-1.131;-2.838;;;;;
5;metal;0.288;-1.140;-3.612;;;;;
5;metal;0.292;-1.161;-2.322;;;;;
5;metal;0.296;-1.159;-1.290;;;;;
5;metal;0.300;-1.172;-3.871;;;;;
5;metal;0.304;-1.191;-4.129;;;;;
5;metal;0.308;-1.206;-2.838;;;;;
5;metal;0.313;-1.215;-2.838;;;;;
6;metal;0.567;-0.006;-3.057;;;;;
6;metal;0.571;-0.019;-4.840;;;;;
6;metal;0.575;-0.047;-5.349;;;;;
6;metal;0.579;-0.064;-5.349;;;;;
6;metal;0.583;-0.091;-6.114;;;;;
6;metal;0.588;-0.115;-5.095;;;;;
6;metal;0.592;-0.134;-4.840;;;;;
6;metal;0.596;-0.155;-5.859;;;;;
6;metal;0.600;-0.183;-5.859;;;;;
6;metal;0.604;-0.204;-5.349;;;;;
6;metal;0.608;-0.227;-4.840;;;;;
6;metal;0.613;-0.244;-5.095;;;;;
6;metal;0.617;-0.270;-4.585;;;;;
6;metal;0.621;-0.282;-5.095;;;;;
6;metal;0.625;-0.312;-5.859;;;;;
6;metal;0.629;-0.331;-5.095;;;;;
6;metal;0.633;-0.355;-5.604;;;;;
6;metal;0.638;-0.378;-5.604;;;;;
6;metal;0.642;-0.401;-4.330;;;;;
6;metal;0.646;-0.414;-4.840;;;;;
6;metal;0.650;-0.442;-5.859;;;;;
6;metal;0.654;-0.463;-4.076;;;;;
6;metal;0.658;-0.475;-4.840;;;;;
6;metal;0.663;-0.503;-5.604;;;;;
6;metal;0.667;-0.522;-4.585;;;;;
6;metal;0.671;-0.541;-5.095;;;;;
6;metal;0.675;-0.565;-5.604;;;;;
6;metal;0.679;-0.588;-5.095;;;;;
6;metal;0.683;-0.607;-3.821;;;;;
6;metal;0.688;-0.620;-5.349;;;;;
6;metal;0.692;-0.652;-6.114;;;;;
6;metal;0.696;-0.671;-4.840;;;;;
6;metal;0.700;-0.692;-4.330;;;;;
6;metal;0.704;-0.707;-3.566;;;;;
6;metal;0.708;-0.722;-4.585;;;;;
6;metal;0.713;-0.745;-4.585;;;;;
6;metal;0.717;-0.760;-4.585;;;;;
6;metal;0.721;-0.783;-4.076;;;;;
6;metal;0.725;-0.794;-4.076;;;;;
6;metal;0.729;-0.817;-5.604;;;;;
6;metal;0.733;-0.841;-3.821;;;;;
6;metal;0.738;-0.849;-4.076;;;;;
6;metal;0.742;-0.875;-4.585;;;;;
6;metal;0.746;-0.887;-4.330;;;;;
6;metal;0.750;-0.911;-3.566;;;;;
6;metal;0.754;-0.917;-4.330;;;;;
6;metal;0.758;-0.947;-5.095;;;;;
6;metal;0.763;-0.959;-3.057;;;;;
6;metal;0.767;-0.972;-3.311;;;;;
6;metal;0.771;-0.987;-5.095;;;;;
6;metal;0.775;-1.015;-4.840;;;;;
6;metal;0.779;-1.027;-3.566;;;;;
6;metal;0.783;-1.044;-3.311;;;;;
6;metal;0.788;-1.055;-4.076;;;;;
6;metal;0.792;-1.078;-4.330;;;;;
6;metal;0.796;-1.091;-3.821;;;;;
6;metal;0.800;-1.110;-4.076;;;;;
6;metal;0.804;-1.125;-3.566;;;;;
6;metal;0.808;-1.140;-3.311;;;;;
6;metal;0.813;-1.153;-3.821;;;;;
6;metal;0.817;-1.172;-4.076;;;;;
6;metal;0.821;-1.187;-3.057;;;;;
6;metal;0.825;-1.197;-1.274;;;;;
6;metal;0.829;-1.197;-3.821;;;;;
6;metal;0.833;-1.229;-5.604;;;;;
6;metal;0.838;-1.244;-1.783;;;;;
6;metal;0.842;-1.244;0;;;;;
1;plastic;0.104;-0.006;-2.507;;;;;
1;plastic;0.108;-0.019;-2.507;;;;;
1;plastic;0.113;-0.027;-3.646;;;;;
1;plastic;0.117;-0.050;-5.013;;;;;
1;plastic;0.121;-0.069;-3.874;;;;;
1;plastic;0.125;-0.082;-4.102;;;;;
1;plastic;0.129;-0.103;-4.557;;;;;
1;plastic;0.133;-0.120;-5.241;;;;;
1;plastic;0.138;-0.147;-5.013;;;;;
1;plastic;0.142;-0.162;-3.874;;;;;
1;plastic;0.146;-0.179;-4.329;;;;;
1;plastic;0.150;-0.198;-4.785;;;;;
1;plastic;0.154;-0.219;-4.329;;;;;
1;plastic;0.158;-0.234;-4.102;;;;;
1;plastic;0.163;-0.253;-4.102;;;;;
1;plastic;0.167;-0.268;-3.874;;;;;
1;plastic;0.171;-0.285;-3.646;;;;;
1;plastic;0.175;-0.299;-3.874;;;;;
1;plastic;0.179;-0.318;-4.102;;;;;
1;plastic;0.183;-0.333;-4.102;;;;;
1;plastic;0.188;-0.352;-3.874;;;;;
1;plastic;0.192;-0.365;-3.418;;;;;
1;plastic;0.196;-0.380;-3.874;;;;;
1;plastic;0.200;-0.397;-4.329;;;;;
1;plastic;0.204;-0.416;-4.329;;;;;
1;plastic;0.208;-0.433;-3.874;;;;;
1;plastic;0.213;-0.449;-3.646;;;;;
1;plastic;0.217;-0.464;-4.102;;;;;
1;plastic;0.221;-0.483;-4.329;;;;;
1;plastic;0.225;-0.500;-3.874;;;;;
1;plastic;0.229;-0.515;-3.418;;;;;
1;plastic;0.233;-0.528;-3.418;;;;;
1;plastic;0.238;-0.544;-3.418;;;;;
1;plastic;0.242;-0.557;-2.962;;;;;
1;plastic;0.246;-0.568;-3.190;;;;;
1;plastic;0.250;-0.583;-4.785;;;;;
1;plastic;0.254;-0.608;-4.329;;;;;
1;plastic;0.258;-0.619;-3.874;;;;;
1;plastic;0.263;-0.640;-4.102;;;;;
1;plastic;0.267;-0.654;-2.734;;;;;
1;plastic;0.271;-0.663;-3.190;;;;;
1;plastic;0.275;-0.680;-3.874;;;;;
1;plastic;0.279;-0.695;-3.418;;;;;
1;plastic;0.283;-0.709;-3.190;;;;;
1;plastic;0.288;-0.722;-2.962;;;;;
1;plastic;0.292;-0.733;-2.734;;;;;
1;plastic;0.296;-0.745;-2.507;;;;;
1;plastic;0.300;-0.754;-2.507;;;;;
1;plastic;0.304;-0.766;-2.507;;;;;
1;plastic;0.308;-0.775;-3.190;;;;;
1;plastic;0.313;-0.792;-3.418;;;;;
1;plastic;0.317;-0.804;-3.190;;;;;
2;plastic;0.088;-0.009;-2.171;;;;;
2;plastic;0.092;-0.023;-5.427;;;;;
2;plastic;0.096;-0.054;-5.789;;;;;
2;plastic;0.100;-0.071;-4.161;;;;;
2;plastic;0.104;-0.089;-5.065;;;;;
2;plastic;0.108;-0.113;-3.799;;;;;
2;plastic;0.113;-0.121;-3.618;;;;;
2;plastic;0.117;-0.143;-4.703;;;;;
2;plastic;0.121;-0.160;-3.980;;;;;
2;plastic;0.125;-0.176;-4.342;;;;;
2;plastic;0.129;-0.196;-3.980;;;;;
2;plastic;0.133;-0.210;-4.161;;;;;
2;plastic;0.138;-0.231;-4.703;;;;;
2;plastic;0.142;-0.249;-4.342;;;;;
2;plastic;0.146;-0.267;-4.161;;;;;
2;plastic;0.150;-0.283;-4.884;;;;;
2;plastic;0.154;-0.308;-4.522;;;;;
