Trial;Sort;t;y;v;a;;;;
2;metal_big;2.09;2.54;10.05;;;;;
2;metal_big;2.09;2.57;7.54;;;;;
2;metal_big;2.1;2.6;8.86;;;;;
2;metal_big;2.1;2.64;10.37;;;;;
2;metal_big;2.1;2.69;10.89;;;;;
2;metal_big;2.11;2.73;10.36;;;;;
2;metal_big;2.11;2.77;10.37;;;;;
2;metal_big;2.12;2.82;11.95;;;;;
2;metal_big;2.12;2.87;10.36;;;;;
2;metal_big;2.13;2.91;9.84;;;;;
2;metal_big;2.13;2.95;10.89;;;;;
2;metal_big;2.13;3;9.18;;;;;
2;metal_big;2.14;3.03;8.86;;;;;
2;metal_big;2.14;3.07;9.84;;;;;
2;metal_big;2.15;3.11;8.3;;;;;
2;metal_big;2.15;3.14;8.82;;;;;
2;metal_big;2.15;3.18;11.4;;;;;
2;metal_big;2.16;3.24;9.84;;;;;
2;metal_big;2.16;3.27;10.92;;;;;
2;metal_big;2.17;3.33;13.31;;;;;
2;metal_big;2.17;3.37;12.44;;;;;
2;metal_big;2.18;3.43;13.1;;;;;
2;metal_big;2.18;3.48;9.84;;;;;
2;metal_big;2.18;3.51;10.56;;;;;
2;metal_big;2.19;3.56;11.44;;;;;
2;metal_big;2.19;3.61;10.41;;;;;
2;metal_big;2.2;3.65;10.47;;;;;
2;metal_big;2.2;3.69;10.36;;;;;
2;metal_big;2.2;3.74;9.96;;;;;
2;metal_big;2.21;3.77;9.45;;;;;
2;metal_big;2.21;3.81;9.96;;;;;
2;metal_big;2.22;3.86;8.8;;;;;
2;metal_big;2.22;3.89;11.39;;;;;
2;metal_big;2.23;3.95;13.04;;;;;
2;metal_big;2.23;3.99;9.55;;;;;
2;metal_big;2.23;4.03;8.82;;;;;
2;metal_big;2.24;4.07;10.36;;;;;
2;metal_big;2.24;4.12;9.82;;;;;
2;metal_big;2.25;4.15;8.82;;;;;
2;metal_big;2.25;4.19;12.45;;;;;
2;metal_big;2.25;4.24;11.18;;;;;
2;metal_big;2.26;4.28;10.2;;;;;
2;metal_big;2.26;4.32;8.94;;;;;
2;metal_big;2.27;4.35;9.04;;;;;
2;metal_big;2.27;4.4;10.89;;;;;
2;metal_big;2.28;4.44;11.39;;;;;
2;metal_big;2.28;4.49;11.07;;;;;
2;metal_big;2.28;4.53;11.07;;;;;
2;metal_big;2.29;4.58;10.87;;;;;
2;metal_big;2.29;4.62;9.38;;;;;
2;metal_big;2.3;4.66;9.45;;;;;
2;metal_big;2.3;4.7;8.94;;;;;
2;metal_big;2.3;4.73;9.45;;;;;
2;metal_big;2.31;4.78;10.37;;;;;
2;metal_big;2.31;4.82;11.39;;;;;
2;metal_big;2.32;4.87;10.92;;;;;
2;metal_big;2.32;4.91;11.18;;;;;
2;metal_big;2.33;4.97;12.96;;;;;
2;metal_big;2.33;5.02;10.47;;;;;
2;metal_big;2.33;5.05;8.43;;;;;
2;metal_big;2.34;5.09;9.84;;;;;
2;metal_big;2.34;5.13;10.37;;;;;
2;metal_big;2.35;5.17;10.92;;;;;
2;metal_big;2.35;5.22;12.96;;;;;
2;metal_big;2.35;5.28;13.98;;;;;
2;metal_big;2.36;5.34;11.44;;;;;
2;metal_big;2.36;5.38;12.53;;;;;
2;metal_big;2.37;5.42;9.73;;;;;
2;metal_big;2.37;5.45;10.2;;;;;
2;metal_big;2.38;5.5;16.06;;;;;
2;metal_big;2.38;5.58;14.51;;;;;
2;metal_big;2.38;5.62;8.86;;;;;
2;metal_big;2.39;5.66;7.41;;;;;
2;metal_big;2.39;5.68;6.23;;;;;
2;metal_big;2.4;5.71;6.73;;;;;
2;metal_big;2.4;5.74;7.47;;;;;
2;metal_big;2.4;5.76;6.75;;;;;
2;metal_big;2.41;5.79;0;;;;;
3;metal_big;2.26;0.06;0;;;;;
3;metal_big;2.27;0.01;9.71;;;;;
3;metal_big;2.27;0.02;6.47;;;;;
3;metal_big;2.28;0.04;4.81;;;;;
3;metal_big;2.28;0.06;6.94;;;;;
3;metal_big;2.28;0.1;9.07;;;;;
3;metal_big;2.29;0.13;6.94;;;;;
3;metal_big;2.29;0.16;6.08;;;;;
3;metal_big;2.3;0.18;8.22;;;;;
3;metal_big;2.3;0.23;8.6;;;;;
3;metal_big;2.3;0.26;5.61;;;;;
3;metal_big;2.31;0.27;6.08;;;;;
3;metal_big;2.31;0.31;8.17;;;;;
3;metal_big;2.32;0.34;6.47;;;;;
3;metal_big;2.32;0.36;4.9;;;;;
3;metal_big;2.33;0.38;8.77;;;;;
3;metal_big;2.33;0.43;10.4;;;;;
3;metal_big;2.33;0.47;4.81;;;;;
3;metal_big;2.34;0.47;5.74;;;;;
3;metal_big;2.34;0.51;8.87;;;;;
3;metal_big;2.35;0.54;4.63;;;;;
3;metal_big;2.35;0.55;4.73;;;;;
3;metal_big;2.35;0.58;6.04;;;;;
3;metal_big;2.36;0.6;3.85;;;;;
3;metal_big;2.36;0.61;5.61;;;;;
3;metal_big;2.37;0.65;9.5;;;;;
3;metal_big;2.37;0.69;8.61;;;;;
3;metal_big;2.38;0.72;9.89;;;;;
3;metal_big;2.38;0.77;8.61;;;;;
3;metal_big;2.38;0.79;7.31;;;;;
3;metal_big;2.39;0.83;9.13;;;;;
3;metal_big;2.39;0.87;6.45;;;;;
3;metal_big;2.4;0.89;5.66;;;;;
3;metal_big;2.4;0.91;6.45;;;;;
3;metal_big;2.4;0.94;6.08;;;;;
3;metal_big;2.41;0.96;6.08;;;;;
3;metal_big;2.41;0.99;6.47;;;;;
3;metal_big;2.42;1.02;6.58;;;;;
3;metal_big;2.42;1.04;8.22;;;;;
3;metal_big;2.43;1.08;7.74;;;;;
3;metal_big;2.43;1.11;7.93;;;;;
3;metal_big;2.43;1.15;6.94;;;;;
3;metal_big;2.44;1.17;5.18;;;;;
3;metal_big;2.44;1.19;6.47;;;;;
3;metal_big;2.45;1.22;7.31;;;;;
3;metal_big;2.45;1.25;7.76;;;;;
3;metal_big;2.45;1.28;7.33;;;;;
3;metal_big;2.46;1.31;6.94;;;;;
3;metal_big;2.46;1.34;8.18;;;;;
3;metal_big;2.47;1.38;7.93;;;;;
3;metal_big;2.47;1.41;6.68;;;;;
3;metal_big;2.48;1.44;5.61;;;;;
3;metal_big;2.48;1.45;9.93;;;;;
3;metal_big;2.48;1.51;10.34;;;;;
3;metal_big;2.49;1.54;6.16;;;;;
3;metal_big;2.49;1.56;8.27;;;;;
3;metal_big;2.5;1.6;7.62;;;;;
3;metal_big;2.5;1.63;4.81;;;;;
3;metal_big;2.5;1.64;5.99;;;;;
3;metal_big;2.51;1.67;8.61;;;;;
3;metal_big;2.51;1.71;8.6;;;;;
3;metal_big;2.52;1.74;7.62;;;;;
3;metal_big;2.52;1.78;7.09;;;;;
3;metal_big;2.53;1.8;7.51;;;;;
3;metal_big;2.53;1.84;8.86;;;;;
3;metal_big;2.53;1.87;8.65;;;;;
3;metal_big;2.54;1.91;7.35;;;;;
3;metal_big;2.54;1.92;6.04;;;;;
3;metal_big;2.55;1.96;8.61;;;;;
3;metal_big;2.55;1.99;7.76;;;;;
3;metal_big;2.55;2.02;8.6;;;;;
3;metal_big;2.56;2.07;8.17;;;;;
3;metal_big;2.56;2.09;4.75;;;;;
3;metal_big;2.57;2.11;5.04;;;;;
3;metal_big;2.57;2.13;8.18;;;;;
3;metal_big;2.58;2.17;7.85;;;;;
3;metal_big;2.58;2.2;6.08;;;;;
3;metal_big;2.58;2.22;8.17;;;;;
3;metal_big;2.59;2.26;9.93;;;;;
3;metal_big;2.59;2.31;6.9;;;;;
3;metal_big;2.6;2.32;6.02;;;;;
3;metal_big;2.6;2.36;7.79;;;;;
3;metal_big;2.6;2.39;6.9;;;;;
3;metal_big;2.61;2.41;7.76;;;;;
3;metal_big;2.61;2.45;7.85;;;;;
3;metal_big;2.62;2.48;6.04;;;;;
3;metal_big;2.62;2.5;8.61;;;;;
3;metal_big;2.63;2.55;8.7;;;;;
3;metal_big;2.63;2.57;5.61;;;;;
3;metal_big;2.63;2.6;7.76;;;;;
3;metal_big;2.64;2.64;7.31;;;;;
3;metal_big;2.64;2.66;7.43;;;;;
3;metal_big;2.65;2.7;7.74;;;;;
3;metal_big;2.65;2.72;6.45;;;;;
3;metal_big;2.65;2.75;5.66;;;;;
3;metal_big;2.66;2.77;6.16;;;;;
3;metal_big;2.66;2.8;8.22;;;;;
3;metal_big;2.67;2.84;8.61;;;;;
3;metal_big;2.67;2.87;8.6;;;;;
3;metal_big;2.68;2.91;7.76;;;;;
3;metal_big;2.68;2.94;6.16;;;;;
3;metal_big;2.68;2.96;7.35;;;;;
3;metal_big;2.69;2.99;6.58;;;;;
3;metal_big;2.69;3.01;7.31;;;;;
3;metal_big;2.7;3.05;9.9;;;;;
3;metal_big;2.7;3.09;7.76;;;;;
3;metal_big;2.7;3.11;6.47;;;;;
3;metal_big;2.71;3.15;6.68;;;;;
3;metal_big;2.71;3.17;6.04;;;;;
3;metal_big;2.72;3.2;8.22;;;;;
3;metal_big;2.72;3.23;9.93;;;;;
3;metal_big;2.73;3.28;7.76;;;;;
3;metal_big;2.73;3.3;6.04;;;;;
3;metal_big;2.73;3.33;7.74;;;;;
3;metal_big;2.74;3.36;8.35;;;;;
3;metal_big;2.74;3.4;8.22;;;;;
3;metal_big;2.75;3.43;7.12;;;;;
3;metal_big;2.75;3.45;5.61;;;;;
3;metal_big;2.75;3.48;7.09;;;;;
3;metal_big;2.76;3.51;9.04;;;;;
3;metal_big;2.76;3.55;8.6;;;;;
3;metal_big;2.77;3.58;5.99;;;;;
3;metal_big;2.77;3.6;5.77;;;;;
3;metal_big;2.78;3.63;8.27;;;;;
3;metal_big;2.78;3.67;6.94;;;;;
3;metal_big;2.78;3.68;6.47;;;;;
3;metal_big;2.79;3.72;8.77;;;;;
3;metal_big;2.79;3.75;7.79;;;;;
3;metal_big;2.8;3.79;9.93;;;;;
3;metal_big;2.8;3.83;9.93;;;;;
3;metal_big;2.8;3.87;7.76;;;;;
3;metal_big;2.81;3.9;7.93;;;;;
3;metal_big;2.81;3.93;8.77;;;;;
3;metal_big;2.82;3.97;7.85;;;;;
3;metal_big;2.82;4;6.94;;;;;
3;metal_big;2.83;4.03;8.27;;;;;
3;metal_big;2.83;4.07;8.17;;;;;
4;metal_big;6.28;0.08;0;;;;;
4;metal_big;6.29;0.03;10.42;;;;;
4;metal_big;6.29;0.01;7.42;;;;;
4;metal_big;6.3;0.03;8.36;;;;;
4;metal_big;6.3;0.08;16.59;;;;;
4;metal_big;6.3;0.17;8.82;;;;;
4;metal_big;6.31;0.15;4.27;;;;;
4;metal_big;6.31;0.16;4.89;;;;;
4;metal_big;6.32;0.19;5.28;;;;;
4;metal_big;6.32;0.2;5.79;;;;;
4;metal_big;6.33;0.23;7.77;;;;;
4;metal_big;6.33;0.27;8.81;;;;;
4;metal_big;6.33;0.31;10.99;;;;;
4;metal_big;6.34;0.36;10.38;;;;;
4;metal_big;6.34;0.39;5.7;;;;;
4;metal_big;6.35;0.41;6.76;;;;;
4;metal_big;6.35;0.45;9.38;;;;;
4;metal_big;6.35;0.48;10.89;;;;;
4;metal_big;6.36;0.54;9.9;;;;;
4;metal_big;6.36;0.57;8.87;;;;;
4;metal_big;6.37;0.61;9.38;;;;;
4;metal_big;6.37;0.64;8.31;;;;;
4;metal_big;6.38;0.68;7.27;;;;;
4;metal_big;6.38;0.7;6.24;;;;;
4;metal_big;6.38;0.73;7.93;;;;;
4;metal_big;6.39;0.77;8.31;;;;;
4;metal_big;6.39;0.8;8.82;;;;;
4;metal_big;6.4;0.84;8.82;;;;;
4;metal_big;6.4;0.88;8.36;;;;;
4;metal_big;6.4;0.91;8.31;;;;;
4;metal_big;6.41;0.95;8.29;;;;;
4;metal_big;6.41;0.98;9.33;;;;;
4;metal_big;6.42;1.02;10.38;;;;;
4;metal_big;6.42;1.07;8.31;;;;;
4;metal_big;6.43;1.09;6.82;;;;;
4;metal_big;6.43;1.12;7.25;;;;;
4;metal_big;6.43;1.15;7.25;;;;;
4;metal_big;6.44;1.18;8.29;;;;;
4;metal_big;6.44;1.22;11.08;;;;;
4;metal_big;6.45;1.27;10.38;;;;;
4;metal_big;6.45;1.31;8.04;;;;;
4;metal_big;6.45;1.34;9.34;;;;;
4;metal_big;6.46;1.39;9.38;;;;;
4;metal_big;6.46;1.42;6.82;;;;;
4;metal_big;6.47;1.44;7.27;;;;;
4;metal_big;6.47;1.48;8.95;;;;;
4;metal_big;6.48;1.52;10.48;;;;;
4;metal_big;6.48;1.56;12.53;;;;;
4;metal_big;6.48;1.62;9.86;;;;;
4;metal_big;6.49;1.64;8.44;;;;;
4;metal_big;6.49;1.69;8.95;;;;;
4;metal_big;6.5;1.72;8.44;;;;;
4;metal_big;6.5;1.76;8.81;;;;;
4;metal_big;6.5;1.79;8.29;;;;;
4;metal_big;6.51;1.83;8.82;;;;;
4;metal_big;6.51;1.86;7.25;;;;;
4;metal_big;6.52;1.89;7.93;;;;;
4;metal_big;6.52;1.93;10.48;;;;;
4;metal_big;6.53;1.97;8.55;;;;;
4;metal_big;6.53;2;7.42;;;;;
4;metal_big;6.53;2.03;8.81;;;;;
4;metal_big;6.54;2.07;10.38;;;;;
4;metal_big;6.54;2.12;10.06;;;;;
4;metal_big;6.55;2.15;8.44;;;;;
4;metal_big;6.55;2.19;10.38;;;;;
4;metal_big;6.55;2.24;11.59;;;;;
4;metal_big;6.56;2.28;8.95;;;;;
4;metal_big;6.56;2.31;6.24;;;;;
4;metal_big;6.57;2.34;7.84;;;;;
4;metal_big;6.57;2.38;9.33;;;;;
4;metal_big;6.58;2.41;7.79;;;;;
4;metal_big;6.58;2.44;9.9;;;;;
4;metal_big;6.58;2.5;10.99;;;;;
4;metal_big;6.59;2.53;9.9;;;;;
4;metal_big;6.59;2.58;10.82;;;;;
4;metal_big;6.6;2.62;8.36;;;;;
4;metal_big;6.6;2.65;6.82;;;;;
4;metal_big;6.6;2.68;7.84;;;;;
4;metal_big;6.61;2.71;8.29;;;;;
4;metal_big;6.61;2.75;8.31;;;;;
4;metal_big;6.62;2.78;10.48;;;;;
4;metal_big;6.62;2.83;8.82;;;;;
4;metal_big;6.63;2.85;7.42;;;;;
4;metal_big;6.63;2.89;9.34;;;;;
4;metal_big;6.63;2.93;9.9;;;;;
4;metal_big;6.64;2.97;11.45;;;;;
4;metal_big;6.64;3.03;11.41;;;;;
4;metal_big;6.65;3.07;7.27;;;;;
4;metal_big;6.65;3.09;6.22;;;;;
4;metal_big;6.65;3.12;9.53;;;;;
4;metal_big;6.66;3.16;9.53;;;;;
4;metal_big;6.66;3.19;10.57;;;;;
4;metal_big;6.67;3.25;10.36;;;;;
4;metal_big;6.67;3.28;6.26;;;;;
4;metal_big;6.68;3.29;9.34;;;;;
4;metal_big;6.68;3.36;11.08;;;;;
4;metal_big;6.68;3.38;6.82;;;;;
4;metal_big;6.69;3.42;9.34;;;;;
4;metal_big;6.69;3.46;10.48;;;;;
4;metal_big;6.7;3.5;10.48;;;;;
4;metal_big;6.7;3.55;10.36;;;;;
4;metal_big;6.7;3.59;8.55;;;;;
4;metal_big;6.71;3.62;6.41;;;;;
4;metal_big;6.71;3.64;9.34;;;;;
4;metal_big;6.72;3.69;15.25;;;;;
4;metal_big;6.72;3.76;11.93;;;;;
4;metal_big;6.73;3.79;8.82;;;;;
4;metal_big;6.73;3.84;9.46;;;;;
4;metal_big;6.73;3.87;7.33;;;;;
4;metal_big;6.74;3.9;10.36;;;;;
4;metal_big;6.74;3.95;12.7;;;;;
4;metal_big;6.75;4;8.36;;;;;
4;metal_big;6.75;4.02;7.2;;;;;
4;metal_big;6.75;4.05;8.04;;;;;
4;metal_big;6.76;4.09;10.88;;;;;
4;metal_big;6.76;4.14;10.93;;;;;
4;metal_big;6.77;4.18;6.76;;;;;
4;metal_big;6.77;4.2;8.55;;;;;
4;metal_big;6.78;4.25;11.59;;;;;
4;metal_big;6.78;4.3;9.33;;;;;
4;metal_big;6.78;4.33;9.86;;;;;
4;metal_big;6.79;4.38;10.36;;;;;
4;metal_big;6.79;4.41;7.79;;;;;
4;metal_big;6.8;4.44;8.29;;;;;
4;metal_big;6.8;4.48;9.38;;;;;
4;metal_big;6.8;4.52;9.55;;;;;
4;metal_big;6.81;4.56;9.9;;;;;
4;metal_big;6.81;4.6;9.85;;;;;
4;metal_big;6.82;4.64;8.81;;;;;
4;metal_big;6.82;4.68;10.06;;;;;
4;metal_big;6.83;4.72;11.59;;;;;
4;metal_big;6.83;4.77;8.81;;;;;
4;metal_big;6.83;4.8;7.42;;;;;
4;metal_big;6.84;4.83;7.05;;;;;
4;metal_big;6.84;4.85;6.24;;;;;
4;metal_big;6.85;4.88;0;;;;;
5;metal_big;0.36;0.1;0;;;;;
5;metal_big;0.37;0.13;4.83;;;;;
5;metal_big;0.37;0.14;5.9;;;;;
5;metal_big;0.38;0.18;3.39;;;;;
5;metal_big;0.38;0.17;2.21;;;;;
5;metal_big;0.38;0.19;9.66;;;;;
5;metal_big;0.39;0.25;11.58;;;;;
5;metal_big;0.39;0.29;8.73;;;;;
5;metal_big;0.4;0.32;5.39;;;;;
5;metal_big;0.4;0.33;8.58;;;;;
5;metal_big;0.4;0.39;14.84;;;;;
5;metal_big;0.41;0.45;9.67;;;;;
5;metal_big;0.41;0.47;6.99;;;;;
5;metal_big;0.42;0.51;8.73;;;;;
5;metal_big;0.42;0.55;8.4;;;;;
5;metal_big;0.43;0.57;6.53;;;;;
5;metal_big;0.43;0.6;7.98;;;;;
5;metal_big;0.43;0.64;8.6;;;;;
5;metal_big;0.44;0.67;8.65;;;;;
5;metal_big;0.44;0.71;8.6;;;;;
5;metal_big;0.45;0.74;8.6;;;;;
5;metal_big;0.45;0.78;7.51;;;;;
5;metal_big;0.45;0.81;7.16;;;;;
5;metal_big;0.46;0.84;7.68;;;;;
5;metal_big;0.46;0.87;8.21;;;;;
5;metal_big;0.47;0.9;8.06;;;;;
5;metal_big;0.47;0.94;8.33;;;;;
5;metal_big;0.48;0.97;9.37;;;;;
5;metal_big;0.48;1.01;8.06;;;;;
5;metal_big;0.48;1.04;7.59;;;;;
5;metal_big;0.49;1.07;9.67;;;;;
5;metal_big;0.49;1.12;9.18;;;;;
5;metal_big;0.5;1.15;6.99;;;;;
5;metal_big;0.5;1.18;9.12;;;;;
5;metal_big;0.5;1.23;9.26;;;;;
5;metal_big;0.51;1.25;6.64;;;;;
5;metal_big;0.51;1.28;10.32;;;;;
5;metal_big;0.52;1.34;15.17;;;;;
5;metal_big;0.52;1.4;7.68;;;;;
5;metal_big;0.53;1.4;5.28;;;;;
5;metal_big;0.53;1.44;8.58;;;;;
5;metal_big;0.53;1.47;8.06;;;;;
5;metal_big;0.54;1.51;10.32;;;;;
5;metal_big;0.54;1.56;7.53;;;;;
5;metal_big;0.55;1.57;6.46;;;;;
5;metal_big;0.55;1.61;6.53;;;;;
5;metal_big;0.55;1.63;6.53;;;;;
5;metal_big;0.56;1.66;10.02;;;;;
5;metal_big;0.56;1.71;10.78;;;;;
5;metal_big;0.57;1.75;10.21;;;;;
5;metal_big;0.57;1.79;10.19;;;;;
5;metal_big;0.58;1.84;12.88;;;;;
5;metal_big;0.58;1.9;11.8;;;;;
5;metal_big;0.58;1.94;7.68;;;;;
5;metal_big;0.59;1.96;10.36;;;;;
5;metal_big;0.59;2.02;10.19;;;;;
5;metal_big;0.6;2.05;7.98;;;;;
5;metal_big;0.6;2.08;11.06;;;;;
5;metal_big;0.6;2.14;10.54;;;;;
5;metal_big;0.61;2.16;8.33;;;;;
5;metal_big;0.61;2.2;9.67;;;;;
5;metal_big;0.62;2.24;8.65;;;;;
5;metal_big;0.62;2.28;7.53;;;;;
5;metal_big;0.63;2.31;8.6;;;;;
5;metal_big;0.63;2.35;9.67;;;;;
5;metal_big;0.63;2.39;8.06;;;;;
5;metal_big;0.64;2.41;8.06;;;;;
5;metal_big;0.64;2.46;8.48;;;;;
5;metal_big;0.65;2.48;8.85;;;;;
5;metal_big;0.65;2.53;10.73;;;;;
5;metal_big;0.65;2.55;7.2;;;;;
5;metal_big;0.66;2.58;9.37;;;;;
5;metal_big;0.66;2.62;12.23;;;;;
5;metal_big;0.67;2.68;12.88;;;;;
5;metal_big;0.67;2.73;9.66;;;;;
5;metal_big;0.68;2.76;10.94;;;;;
5;metal_big;0.68;2.82;12.44;;;;;
5;metal_big;0.68;2.86;8.33;;;;;
5;metal_big;0.69;2.89;11.52;;;;;
5;metal_big;0.69;2.95;11.91;;;;;
5;metal_big;0.7;2.99;8.65;;;;;
5;metal_big;0.7;3.02;7.06;;;;;
5;metal_big;0.7;3.05;6.46;;;;;
5;metal_big;0.71;3.07;8.06;;;;;
5;metal_big;0.71;3.11;10.32;;;;;
5;metal_big;0.72;3.16;9.18;;;;;
5;metal_big;0.72;3.19;7.51;;;;;
5;metal_big;0.73;3.22;8.58;;;;;
5;metal_big;0.73;3.26;11.47;;;;;
5;metal_big;0.73;3.31;10.42;;;;;
5;metal_big;0.74;3.34;8.99;;;;;
5;metal_big;0.74;3.38;9.17;;;;;
5;metal_big;0.75;3.42;9.72;;;;;
5;metal_big;0.75;3.47;9.37;;;;;
5;metal_big;0.75;3.49;10.74;;;;;
5;metal_big;0.76;3.55;11.28;;;;;
5;metal_big;0.76;3.59;7.68;;;;;
5;metal_big;0.77;3.62;8.6;;;;;
5;metal_big;0.77;3.66;9.67;;;;;
5;metal_big;0.78;3.7;10.78;;;;;
5;metal_big;0.78;3.75;9.67;;;;;
5;metal_big;0.78;3.78;7.59;;;;;
5;metal_big;0.79;3.81;8.21;;;;;
5;metal_big;0.79;3.85;15.12;;;;;
5;metal_big;0.8;3.92;13.57;;;;;
5;metal_big;0.8;3.95;11.06;;;;;
5;metal_big;0.8;3.99;9.85;;;;;
5;metal_big;0.81;4.02;8.99;;;;;
5;metal_big;0.81;4.06;9.18;;;;;
5;metal_big;0.82;4.1;10.19;;;;;
5;metal_big;0.82;4.15;13.68;;;;;
5;metal_big;0.83;4.2;11.38;;;;;
5;metal_big;0.83;4.24;8.38;;;;;
5;metal_big;0.83;4.26;6.46;;;;;
5;metal_big;0.84;4.28;10.08;;;;;
5;metal_big;0.84;4.33;11.85;;;;;
5;metal_big;0.85;4.38;10.85;;;;;
5;metal_big;0.85;4.42;11.91;;;;;
5;metal_big;0.85;4.48;13.15;;;;;
5;metal_big;0.86;4.53;10.85;;;;;
5;metal_big;0.86;4.57;10.69;;;;;
5;metal_big;0.87;4.61;9.37;;;;;
5;metal_big;0.87;4.64;7.51;;;;;
5;metal_big;0.88;4.68;9.66;;;;;
5;metal_big;0.88;4.72;10.25;;;;;
5;metal_big;0.88;4.76;9.18;;;;;
5;metal_big;0.89;4.8;8.73;;;;;
5;metal_big;0.89;4.83;10.85;;;;;
5;metal_big;0.9;4.89;12.52;;;;;
5;metal_big;0.9;4.94;7.53;;;;;
5;metal_big;0.9;4.95;5.47;;;;;
5;metal_big;0.91;4.98;7.16;;;;;
5;metal_big;0.91;5.01;7.00;;;;;
5;metal_big;0.92;5.1;12.00;;;;;
5;metal_big;0.92;5.12;10.86;;;;;
5;metal_big;0.93;5.18;13.58;;;;;
5;metal_big;0.93;5.23;12.9;;;;;
5;metal_big;0.93;5.28;14.84;;;;;
